Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,scenario,severity,failure_point,sensor_status,data_quality,is_outlier,event_id
2026-07-21 10:20:21.561-07,75.02,22.12,28.77,28.36,0.830,70.73,52.61,0.1200,4.36,Eco Mode,4,legacy,info,,online,valid,f,038895be-c7d1-41b9-b855-3909ae239974
2026-07-21 10:20:22.068-07,80.46,23.61,27.85,28.83,0.940,82.42,56.59,0.1000,4.83,Increase Chiller,0,legacy,info,,online,valid,f,d8f18d12-6f8b-48cb-87b6-d2f1e855475f
2026-07-21 10:20:22.574-07,80.73,23.51,29.46,23.49,0.910,85.78,43.80,0.0900,0.51,Increase Chiller,0,legacy,info,,online,valid,f,16b1d031-00a4-4f8d-886f-0353b62b22c9
2026-07-21 10:20:23.082-07,62.56,19.69,23.12,20.19,0.790,71.27,43.29,0.0700,3.81,Reduce AHU,1,legacy,info,,online,valid,f,874fdd00-424b-4269-a713-7a7da4614cdb
2026-07-21 10:20:23.588-07,51.87,18.25,20.69,22.20,0.600,45.91,45.73,0.0700,1.80,Reduce AHU,1,legacy,info,,online,valid,f,d850d763-edf3-429d-b7d7-a0d00e81a374
2026-07-21 10:20:24.094-07,55.39,19.31,25.39,21.55,0.710,65.05,38.55,0.1000,2.45,Reduce AHU,1,legacy,info,,online,valid,f,ee1ae4cf-4af2-4b46-ada4-efd870778d3d
2026-07-21 10:20:24.602-07,77.13,21.87,27.78,27.40,0.870,76.03,52.05,0.1000,3.40,Boost All,3,legacy,info,,online,valid,f,bab77ba7-66ec-4dc1-8d4c-a1005fd5a3ae
2026-07-21 10:20:25.109-07,73.48,22.97,27.59,21.72,0.810,74.15,43.20,0.0700,2.28,Eco Mode,4,legacy,info,,online,valid,f,df07bf9f-0ec4-4880-a7c4-86dc0b02a540
2026-07-21 10:20:25.616-07,45.05,20.00,25.91,19.50,0.510,42.70,34.63,0.0400,4.50,Maintain,2,legacy,info,,online,valid,f,9d8e9c2f-10a2-4dcc-9bbb-f3468d912a0d
2026-07-21 10:20:26.123-07,100.00,25.64,28.24,21.74,1.020,100.00,44.68,0.1500,2.26,Eco Mode,4,legacy,info,,online,valid,t,08bca4a5-80e1-48ac-b0c0-ea956a73b504
2026-07-21 10:20:26.628-07,95.27,25.34,28.77,21.76,0.910,85.59,45.34,0.0800,2.24,Increase Chiller,0,legacy,info,,online,valid,f,8e213f98-f1b4-4ff0-9808-37a02b0c2130
2026-07-21 10:20:27.134-07,70.88,22.31,28.41,22.15,0.840,79.41,41.04,0.0900,1.85,Reduce AHU,1,legacy,info,,online,valid,f,ae1afa7e-fdfa-4fe0-8fd7-17771c8c4511
2026-07-21 10:20:27.639-07,55.12,20.25,23.68,22.26,0.610,50.67,41.57,0.0700,1.74,Increase Chiller,0,legacy,info,,online,valid,f,e2a73550-eaf6-4eb0-bc18-6e628a4eb95a
2026-07-21 10:20:28.144-07,10.00,16.84,22.69,26.69,0.420,20.00,52.34,0.0500,2.69,Boost All,3,legacy,info,,online,valid,f,77bd62c6-acfd-40a2-9568-49af29efcbbe
2026-07-21 10:20:28.65-07,58.03,19.03,24.83,24.37,0.660,54.65,43.77,0.0600,0.37,Boost All,3,legacy,info,,online,valid,f,296ad6f7-4df6-4565-bd28-d1a8babbe473
2026-07-21 10:20:29.156-07,62.18,22.68,27.99,18.00,0.730,65.50,40.53,0.1000,6.00,Boost All,3,legacy,info,,online,valid,f,d1d2d403-761d-4f6d-87c5-a9f544aa7000
2026-07-21 10:20:29.661-07,51.93,19.25,22.01,26.04,0.620,45.91,49.80,0.0900,2.04,Boost All,3,legacy,info,,online,valid,f,5ac8de1e-1772-44c9-944f-23e69c7b3bec
2026-07-21 10:20:30.168-07,58.71,20.10,28.67,22.39,0.630,53.17,41.54,0.0600,1.61,Boost All,3,legacy,info,,online,valid,f,37484743-4a2e-43c4-a832-b3519d2e7c92
2026-07-21 10:20:30.675-07,79.23,23.75,24.22,26.95,0.880,76.24,54.01,0.1000,2.95,Boost All,3,legacy,info,,online,valid,f,735fbbc2-42fd-494f-a813-8dbf814bf8f7
2026-07-21 10:20:31.182-07,75.18,22.17,29.24,22.98,0.850,79.26,42.80,0.0800,1.02,Reduce AHU,1,legacy,info,,online,valid,f,3262099b-c465-4a68-ac11-a7af5c21c28e
2026-07-21 10:20:31.686-07,36.61,19.15,27.04,19.35,0.490,35.66,40.22,0.0400,4.65,Reduce AHU,1,legacy,info,,online,valid,f,96a248d6-8acb-4c8e-9c7c-e168b16751f5
2026-07-21 10:20:32.189-07,50.65,20.62,25.55,21.63,0.660,52.36,47.81,0.0900,2.37,Maintain,2,legacy,info,,online,valid,f,c903f724-eac1-4250-992e-10cd815da23a
2026-07-21 10:20:32.692-07,68.03,23.35,26.98,22.89,0.820,72.76,46.70,0.0800,1.11,Maintain,2,legacy,info,,online,valid,f,68134e96-10c5-4bc6-b308-24e1f1dc6d73
2026-07-21 10:20:33.199-07,100.00,26.10,29.95,19.80,0.980,96.31,41.32,0.0800,4.20,Reduce AHU,1,legacy,info,,online,valid,f,f38baaf0-111a-4ac6-a107-14f97db7d970
2026-07-21 10:20:33.704-07,52.74,19.06,22.81,18.00,0.550,44.26,39.00,0.0500,6.00,Boost All,3,legacy,info,,online,valid,f,247c5250-134c-4bca-b7fc-5c9886cab910
2026-07-21 11:17:53.864-07,46.89,19.00,24.51,23.86,0.660,51.53,48.83,0.0900,0.14,Increase Chiller,0,legacy,info,,online,valid,f,5048e14c-030a-4e82-88c7-fd5574476045
2026-07-21 11:17:53.969-07,76.05,21.72,27.74,23.49,0.880,79.46,48.98,0.1000,0.51,Eco Mode,4,legacy,info,,online,valid,f,91bdb5a4-252e-4517-a677-4ba7ac849c55
2026-07-21 11:17:54.075-07,64.05,19.06,20.61,26.80,0.840,69.39,57.59,0.0900,2.80,Reduce AHU,1,legacy,info,,online,valid,f,abaa27aa-1d14-4028-ac68-f4cfb685bc01
2026-07-21 11:17:54.181-07,39.08,18.40,19.62,25.17,0.630,44.80,54.85,0.0900,1.17,Boost All,3,legacy,info,,online,valid,f,22b5ec11-e719-4840-bf4b-53a299db2a6a
2026-07-21 11:17:54.287-07,84.10,21.72,26.14,22.84,0.970,92.17,46.21,0.0900,1.16,Boost All,3,legacy,info,,online,valid,f,c2174478-6fe8-4f56-b59f-f77297ea516d
2026-07-21 11:17:54.392-07,37.46,19.47,24.34,21.69,0.550,38.62,48.37,0.0500,2.31,Eco Mode,4,legacy,info,,online,valid,f,76dc1f95-1b02-43a1-b3b4-64e8b5b327c0
2026-07-21 11:17:54.494-07,66.08,20.86,24.15,21.02,0.700,62.38,39.71,0.1000,2.98,Eco Mode,4,legacy,info,,online,valid,f,b1cadc28-5c96-465a-ac56-3eee4912767a
2026-07-21 11:17:54.6-07,34.11,20.47,25.96,18.40,0.410,25.52,41.22,0.0300,5.60,Reduce AHU,1,legacy,info,,online,valid,f,aec36ccc-4576-4efd-a591-afe0b0aaf295
2026-07-21 11:17:54.705-07,73.17,21.77,32.26,25.02,0.910,82.21,50.91,0.1100,1.02,Increase Chiller,0,legacy,info,,online,valid,f,deae83a6-404c-4af5-89a6-7ca41f040098
2026-07-21 11:17:54.811-07,66.00,22.03,28.94,25.28,0.800,69.20,50.16,0.1100,1.28,Maintain,2,legacy,info,,online,valid,f,cddd6982-a474-4d8a-8bc3-a25e789ee263
2026-07-21 11:17:54.917-07,43.42,20.23,26.71,20.82,0.620,52.77,40.28,0.0600,3.18,Maintain,2,legacy,info,,online,valid,f,bd6c8b08-36e1-4027-b2d3-c31c6f4ef304
2026-07-21 11:17:55.022-07,79.26,21.57,26.70,22.80,0.840,79.75,41.39,0.1200,1.20,Increase Chiller,0,legacy,info,,online,valid,f,45fd262f-be3d-4e19-9ba6-812bfa7e22a2
2026-07-21 11:17:55.128-07,61.35,20.55,28.39,24.99,0.790,67.98,48.47,0.1000,0.99,Eco Mode,4,legacy,info,,online,valid,f,cf98564f-3846-407f-aaf0-5dd1772ebfc1
2026-07-21 11:17:55.232-07,44.41,19.94,21.96,25.85,0.580,37.74,56.09,0.0700,1.85,Reduce AHU,1,legacy,info,,online,valid,f,ed3d0e9f-7ac0-49d4-bf3a-e59d116ec62d
2026-07-21 11:17:55.339-07,100.00,23.97,28.89,26.22,1.080,100.00,55.48,0.1000,2.22,Increase Chiller,0,legacy,info,,online,valid,f,4d27a97e-5fea-41c4-af34-3966aa990345
2026-07-21 11:17:55.445-07,86.02,24.77,28.44,23.10,0.900,85.30,43.91,0.1200,0.90,Increase Chiller,0,legacy,info,,online,valid,f,d9e89670-c882-4067-89ab-e92d47c6cc7a
2026-07-21 11:17:55.549-07,82.27,26.11,29.18,18.57,0.780,77.33,32.66,0.0800,5.43,Eco Mode,4,legacy,info,,online,valid,f,613765a7-ff47-4f9d-ae93-a6d869a416c4
2026-07-21 11:17:55.653-07,65.17,22.26,26.43,20.61,0.730,64.56,43.44,0.0800,3.39,Boost All,3,legacy,info,,online,valid,f,17397614-084e-45c8-ae23-3a99fae3ff5c
2026-07-21 11:17:55.761-07,86.02,24.77,28.44,23.10,0.900,85.30,43.91,0.1200,0.90,Increase Chiller,0,legacy,info,,online,valid,f,58fd0a0e-e4db-4096-b2c5-005cac87c6af
2026-07-21 11:17:55.868-07,100.00,25.35,31.18,26.60,1.080,100.00,55.45,0.1400,2.60,Boost All,3,legacy,info,,online,valid,f,3a59b80d-f752-489e-8caa-63f80d7bea47
2026-07-21 11:17:55.976-07,79.83,22.17,26.64,18.46,0.780,76.23,34.58,0.0800,5.54,Reduce AHU,1,legacy,info,,online,valid,f,2d92737b-634e-42a9-a819-9a08ec32f886
2026-07-21 11:17:56.08-07,38.04,18.24,25.65,22.39,0.630,47.83,48.58,0.0800,1.61,Reduce AHU,1,legacy,info,,online,valid,f,a4513c9a-5d9a-47e7-ae22-22058131e1ed
2026-07-21 11:17:56.187-07,48.79,18.78,24.15,27.84,0.600,39.59,57.19,0.0800,3.84,Maintain,2,legacy,info,,online,valid,f,f11ddf85-58f0-4d42-bf1e-005746806ed7
2026-07-21 11:17:56.295-07,62.75,22.23,28.83,24.15,0.800,69.10,50.15,0.1000,0.15,Increase Chiller,0,legacy,info,,online,valid,f,bed21dcd-36f8-4eb3-807f-5f8f52916412
2026-07-21 11:17:56.403-07,100.00,25.23,33.07,21.41,0.940,92.23,40.45,0.0800,2.59,Increase Chiller,0,legacy,info,,online,valid,f,2d96989a-4a62-41ea-b2e4-7c6967b46e80
2026-07-21 11:17:56.509-07,100.00,25.64,28.24,21.74,1.020,100.00,44.68,0.1500,2.26,Eco Mode,4,legacy,info,,online,valid,t,4580549f-0b99-4129-a5e1-d81642700195
2026-07-21 11:17:56.611-07,75.94,23.60,29.89,28.06,0.870,72.80,58.52,0.1100,4.06,Eco Mode,4,legacy,info,,online,valid,f,12f29900-a17a-4a01-9c8b-da8222db7b61
2026-07-21 11:17:56.718-07,64.64,20.84,26.63,20.14,0.680,56.75,44.23,0.0600,3.86,Maintain,2,legacy,info,,online,valid,f,43cc094c-7e09-40a9-8b2a-b551e39fefd5
2026-07-21 11:17:56.826-07,66.18,21.98,29.86,21.23,0.780,70.30,44.42,0.0800,2.77,Reduce AHU,1,legacy,info,,online,valid,f,83d34dcd-c139-4699-8db5-de75809cede8
2026-07-21 11:17:56.932-07,25.88,18.17,19.66,22.42,0.470,28.92,46.91,0.0500,1.58,Increase Chiller,0,legacy,info,,online,valid,f,fc5fa2c6-ab40-41eb-a80c-af356cb7dd9c
2026-07-21 11:17:57.04-07,55.78,20.73,26.76,26.05,0.730,56.83,55.23,0.0700,2.05,Maintain,2,legacy,info,,online,valid,f,61ca3000-006c-47d5-920f-a2c8cc53c8cf
2026-07-21 11:17:57.146-07,68.39,20.55,28.70,24.23,0.820,68.89,52.79,0.0800,0.23,Reduce AHU,1,legacy,info,,online,valid,f,038cbf80-a45c-42ad-898c-f7469bdf8503
2026-07-21 11:17:57.253-07,44.81,18.74,23.93,23.26,0.660,54.51,44.25,0.0600,0.74,Eco Mode,4,legacy,info,,online,valid,f,c92d60ca-87d7-4333-ae54-98e6198a4902
2026-07-21 11:17:57.359-07,47.31,18.90,24.72,28.14,0.570,39.45,51.77,0.0600,4.14,Reduce AHU,1,legacy,info,,online,valid,f,599a5b7e-fb5a-48a3-9974-3b95d33a8d95
2026-07-21 11:17:57.464-07,65.36,21.29,27.32,26.00,0.700,56.26,49.33,0.0800,2.00,Boost All,3,legacy,info,,online,valid,f,eff2d167-b0e7-4685-a085-a6087c278618
2026-07-21 11:17:57.571-07,42.16,19.46,24.37,21.07,0.530,43.33,37.29,0.0600,2.93,Maintain,2,legacy,info,,online,valid,f,8ee5eb4f-5625-48e6-afaf-4d60c7f26235
2026-07-21 11:17:57.69-07,80.73,23.51,29.46,23.49,0.910,85.78,43.80,0.0900,0.51,Increase Chiller,0,legacy,info,,online,valid,f,9f6cbc2e-78a5-48cd-8f1c-9e81dbd38d82
2026-07-21 11:17:57.798-07,53.00,20.29,27.70,24.62,0.650,47.75,53.94,0.1000,0.62,Reduce AHU,1,legacy,info,,online,valid,f,812d8e2a-f311-4d9e-a976-25ec1c0050b9
2026-07-21 11:17:57.903-07,69.67,21.31,24.90,26.21,0.790,66.40,51.41,0.0800,2.21,Eco Mode,4,legacy,info,,online,valid,f,c5547f85-0add-49a6-afc9-db0815aa6a16
2026-07-21 11:17:58.01-07,80.25,22.42,29.34,25.44,0.800,70.38,48.19,0.0700,1.44,Boost All,3,legacy,info,,online,valid,f,8f34ffa0-4f1c-4df0-bdcc-287a615ba63f
2026-07-21 11:17:58.117-07,51.39,21.28,26.96,26.51,0.650,46.26,55.27,0.0800,2.51,Increase Chiller,0,legacy,info,,online,valid,f,9e0010f6-8d30-4c81-b61b-2306c0a961f1
2026-07-21 11:17:58.224-07,62.79,20.77,21.79,23.96,0.690,53.33,52.61,0.0600,0.04,Maintain,2,legacy,info,,online,valid,f,2bff5d67-5cd9-4d05-b21d-e9a7ec7ed247
2026-07-21 11:17:58.328-07,85.46,24.62,31.17,22.81,0.830,77.00,41.89,0.0700,1.19,Increase Chiller,0,legacy,info,,online,valid,f,dcf168b0-ff67-4440-9987-d227f03184f4
2026-07-21 11:17:58.435-07,50.03,19.63,23.74,26.68,0.730,57.30,54.04,0.0700,2.68,Maintain,2,legacy,info,,online,valid,f,60dcc856-271b-4c4e-82f4-f672e9bc1a9a
2026-07-21 11:17:58.54-07,81.46,22.15,25.60,22.18,0.790,74.09,39.63,0.1100,1.82,Maintain,2,legacy,info,,online,valid,f,839a8b28-595b-4933-8d07-4404361de89e
2026-07-21 11:17:58.647-07,64.82,19.51,26.64,21.49,0.680,61.21,37.98,0.1000,2.51,Eco Mode,4,legacy,info,,online,valid,f,b81bd034-d8d3-4ba1-9d68-77341b44065a
2026-07-21 11:17:58.753-07,56.01,23.08,28.24,22.65,0.670,57.99,40.44,0.0600,1.35,Boost All,3,legacy,info,,online,valid,f,ac3c938c-a1b0-4dc7-8941-2c856920d3e2
2026-07-21 11:17:58.857-07,54.18,19.39,24.58,20.36,0.630,52.39,42.77,0.0900,3.64,Eco Mode,4,legacy,info,,online,valid,f,689da14d-9247-4edf-84c7-dfa30e0a86c5
2026-07-21 11:17:58.964-07,75.13,22.90,31.56,27.88,0.930,81.31,56.18,0.1100,3.88,Boost All,3,legacy,info,,online,valid,f,dd40696a-0974-48d9-8f35-fc9aca2688ad
2026-07-21 11:17:59.071-07,100.00,25.58,31.90,25.30,1.060,100.00,51.26,0.1500,1.30,Eco Mode,4,legacy,info,,online,valid,t,d2279f41-892d-427d-b2a3-ea9a09dbc04b
2026-07-21 11:17:59.179-07,73.47,22.70,27.03,18.00,0.730,67.90,37.10,0.0800,6.00,Eco Mode,4,legacy,info,,online,valid,f,008133d4-5953-46fd-94b0-b0b1737475c5
2026-07-21 11:17:59.286-07,76.17,23.46,31.05,23.03,0.900,83.53,46.37,0.1300,0.97,Eco Mode,4,legacy,info,,online,valid,f,4e409529-2a35-4aa4-9e63-23053d4738db
2026-07-21 11:17:59.392-07,65.37,21.06,27.18,21.54,0.650,56.51,38.86,0.0900,2.46,Boost All,3,legacy,info,,online,valid,f,ac05d1fa-8cad-4489-9384-d405ce0e7b5a
2026-07-21 11:17:59.496-07,93.44,23.64,25.68,21.27,0.930,86.29,47.01,0.1000,2.73,Increase Chiller,0,legacy,info,,online,valid,f,05f4a952-45f7-4ac7-888a-018f215c9cab
2026-07-21 11:17:59.602-07,85.32,26.07,30.35,23.00,0.940,86.93,49.14,0.1100,1.00,Eco Mode,4,legacy,info,,online,valid,f,be8359c0-d912-46ed-9ff5-d68987d65634
2026-07-21 11:17:59.708-07,57.31,19.72,22.48,20.62,0.570,49.04,36.34,0.0700,3.38,Maintain,2,legacy,info,,online,valid,f,0b56e393-64c7-4092-be56-9e4c4b79107c
2026-07-21 11:17:59.811-07,72.38,24.09,27.18,22.78,0.770,66.48,47.97,0.0900,1.22,Increase Chiller,0,legacy,info,,online,valid,f,8355ba68-0178-4794-a818-a041be8e3893
2026-07-21 11:17:59.918-07,54.82,21.51,25.42,18.79,0.650,59.52,35.11,0.0600,5.21,Maintain,2,legacy,info,,online,valid,f,368cc18b-83c5-4da1-8498-c0ecf8799dc9
2026-07-21 11:18:00.025-07,67.44,23.83,31.38,30.51,0.760,58.16,59.84,0.0900,6.51,Eco Mode,4,legacy,info,,online,valid,f,39e6f3df-e2b1-4e89-9a88-a8c5cb9032fd
2026-07-21 11:18:00.132-07,92.26,24.30,29.72,25.40,0.970,91.52,46.81,0.1100,1.40,Increase Chiller,0,legacy,info,,online,valid,f,09b250da-009e-4df8-ad81-b1903601bacd
2026-07-21 11:18:00.237-07,100.00,24.30,26.39,23.05,1.030,100.00,46.85,0.1500,0.95,Increase Chiller,0,legacy,info,,online,valid,t,1aa8db99-7b56-4db4-bfde-8d6b8798072c
2026-07-21 11:18:00.345-07,31.33,17.87,23.66,23.63,0.450,28.44,45.06,0.0600,0.37,Maintain,2,legacy,info,,online,valid,f,4c2c19e3-2bec-48f4-84d7-6243411c9826
2026-07-21 11:18:00.452-07,51.15,18.62,25.08,24.71,0.670,49.23,54.25,0.0600,0.71,Reduce AHU,1,legacy,info,,online,valid,f,ad0af059-ed0b-4cf3-a782-d13cfad90316
2026-07-21 11:18:00.558-07,76.61,23.65,28.99,25.43,0.920,82.65,52.38,0.1100,1.43,Boost All,3,legacy,info,,online,valid,f,8e459fa8-9a37-434a-9142-85334aa2dc77
2026-07-21 11:18:00.665-07,96.35,24.11,27.89,21.85,1.040,100.00,48.31,0.1300,2.15,Reduce AHU,1,legacy,info,,online,valid,f,d68a421e-52a6-4285-9be8-9516f61ae1bd
2026-07-21 11:18:00.771-07,66.91,23.50,28.31,23.59,0.790,67.17,51.31,0.0800,0.41,Reduce AHU,1,legacy,info,,online,valid,f,44071320-3042-4963-97bc-d5c4d7807f56
2026-07-21 11:18:00.878-07,71.99,22.13,28.17,21.14,0.830,74.01,47.21,0.1200,2.86,Maintain,2,legacy,info,,online,valid,f,beec1979-ec55-41ac-afbe-bfc72ee1380f
2026-07-21 11:18:00.984-07,44.93,18.01,24.30,23.97,0.670,53.23,48.92,0.0900,0.03,Increase Chiller,0,legacy,info,,online,valid,f,b585dd21-7700-4dbf-a18f-2af9d487fa37
2026-07-21 11:18:01.092-07,79.68,23.90,27.64,19.41,0.870,84.39,38.74,0.1000,4.59,Maintain,2,legacy,info,,online,valid,f,3c747da4-ef0f-498a-ba01-3fad642c5cc1
2026-07-21 11:18:01.198-07,79.74,23.60,24.61,24.22,0.940,86.40,50.43,0.1300,0.22,Reduce AHU,1,legacy,info,,online,valid,f,415ea0bd-26cf-47b7-b971-d95e3397f0dd
2026-07-21 11:18:01.303-07,59.39,21.81,22.71,26.36,0.680,54.47,49.47,0.1000,2.36,Eco Mode,4,legacy,info,,online,valid,f,e7abc88a-38b8-4721-82ea-3015c64443c6
2026-07-21 11:18:01.41-07,64.46,22.30,28.28,24.46,0.750,66.37,44.78,0.1000,0.46,Boost All,3,legacy,info,,online,valid,f,c0ff4e82-e6e8-449c-b061-5b367ba9d902
2026-07-21 11:18:01.515-07,42.79,18.76,22.37,20.77,0.580,45.52,43.24,0.0500,3.23,Increase Chiller,0,legacy,info,,online,valid,f,bc709a80-f135-4a11-a1cb-89558b5f59b1
2026-07-21 11:18:01.622-07,80.98,23.01,29.85,27.94,0.880,73.77,58.04,0.1000,3.94,Increase Chiller,0,legacy,info,,online,valid,f,da0d567c-1d01-4171-afca-e61b3608166a
2026-07-21 11:18:01.729-07,76.88,22.90,30.79,23.60,0.900,80.88,51.38,0.1000,0.40,Increase Chiller,0,legacy,info,,online,valid,f,c9a2912a-b553-43ba-b7b6-749027903d4c
2026-07-21 11:18:01.836-07,75.05,22.63,27.47,21.65,0.800,70.89,46.52,0.0700,2.35,Eco Mode,4,legacy,info,,online,valid,f,21c6ad1b-db0d-418e-95d0-ddb969929473
2026-07-21 11:18:01.944-07,65.52,21.57,24.73,24.07,0.780,65.31,50.82,0.0900,0.07,Increase Chiller,0,legacy,info,,online,valid,f,cccd084c-8ef7-475b-9656-ae69a45f4fd7
2026-07-21 11:18:02.051-07,58.44,19.83,25.75,33.42,0.830,59.89,70.38,0.1100,9.42,Increase Chiller,0,legacy,info,,online,valid,t,1f3b8e5a-ce1d-4ece-bd74-88d09b3b78bf
2026-07-21 11:18:02.154-07,45.15,19.70,21.58,22.60,0.630,51.95,42.77,0.0900,1.40,Reduce AHU,1,legacy,info,,online,valid,f,6f2b43f8-530e-498a-b919-19d5e41c62b1
2026-07-21 11:18:02.262-07,68.21,22.07,25.36,20.38,0.680,58.36,42.06,0.0700,3.62,Increase Chiller,0,legacy,info,,online,valid,f,f07f65f8-05dd-4a71-b8cf-e6fd04087126
2026-07-21 11:18:02.369-07,76.95,22.80,28.69,24.77,0.910,82.57,49.49,0.0800,0.77,Maintain,2,legacy,info,,online,valid,f,64a8a334-8a45-4517-8f08-ca7989048091
2026-07-21 11:18:02.475-07,72.23,21.58,24.79,23.77,0.750,62.36,50.21,0.0700,0.23,Boost All,3,legacy,info,,online,valid,f,0256c4db-e20d-4186-962e-87917c33d325
2026-07-21 11:18:02.582-07,88.78,23.72,27.61,25.09,0.900,81.42,49.47,0.1100,1.09,Increase Chiller,0,legacy,info,,online,valid,f,7bef537b-22ad-430e-85a0-f10adcd21898
2026-07-21 11:18:02.687-07,52.26,21.66,22.93,23.93,0.600,43.08,50.68,0.0600,0.07,Boost All,3,legacy,info,,online,valid,f,91f13317-fe14-45dd-b48c-23243b747ffe
2026-07-21 11:18:02.79-07,82.48,23.26,34.93,22.95,0.960,88.15,50.70,0.1200,1.05,Boost All,3,legacy,info,,online,valid,t,93bba3c0-9c2a-4280-95ee-fdc769266da5
2026-07-21 11:18:02.897-07,83.34,23.97,29.10,25.32,0.930,83.03,54.02,0.1000,1.32,Boost All,3,legacy,info,,online,valid,f,f72c9aff-4890-4e2c-b061-49cf2899534f
2026-07-21 11:18:03.003-07,84.98,24.95,32.43,23.54,0.970,94.23,42.90,0.1000,0.46,Maintain,2,legacy,info,,online,valid,f,a356ee87-5da4-4d75-aacd-95f7aa24a906
2026-07-21 11:18:03.109-07,61.84,21.59,26.97,27.50,0.840,71.82,53.12,0.1100,3.50,Maintain,2,legacy,info,,online,valid,f,512c557e-02f7-44dd-bab0-17c84b4367ce
2026-07-21 11:18:03.216-07,50.71,18.45,23.02,24.15,0.710,56.73,50.50,0.0900,0.15,Reduce AHU,1,legacy,info,,online,valid,f,d193cf0a-0d3c-40b9-ad76-f96e2e244eab
2026-07-21 11:18:03.32-07,85.02,23.38,27.07,21.00,0.980,94.08,46.18,0.0900,3.00,Maintain,2,legacy,info,,online,valid,f,ca6101e8-865d-47aa-99bf-3eb4ebd2094b
2026-07-21 11:18:03.427-07,94.81,22.88,26.72,23.75,1.040,100.00,48.05,0.0900,0.25,Increase Chiller,0,legacy,info,,online,valid,f,0c111428-58e2-4fea-b2d8-21a9dc8313e0
2026-07-21 11:18:03.533-07,51.03,21.04,26.13,24.28,0.720,59.11,49.55,0.0900,0.28,Increase Chiller,0,legacy,info,,online,valid,f,d0ae1835-9f38-4528-b07c-9aaee69cd93f
2026-07-21 11:18:03.639-07,56.71,20.24,25.70,21.97,0.670,57.38,43.00,0.0700,2.03,Eco Mode,4,legacy,info,,online,valid,f,4273e0c2-23cc-44c2-8ed6-ebb9b0af9ae8
2026-07-21 11:18:03.745-07,45.04,20.70,26.67,22.40,0.580,43.97,45.50,0.0700,1.60,Eco Mode,4,legacy,info,,online,valid,f,08abaa79-ab91-46f2-bb6d-c95e11b686e6
2026-07-21 11:18:03.853-07,51.32,19.04,23.09,22.44,0.660,57.41,40.93,0.0800,1.56,Reduce AHU,1,legacy,info,,online,valid,f,d714f23c-5975-4ada-af79-03a49eeb4d0e
2026-07-21 11:18:03.96-07,72.63,21.50,26.85,21.84,0.740,63.73,46.93,0.1100,2.16,Increase Chiller,0,legacy,info,,online,valid,f,0de0312e-b7f3-4c59-88d8-4adce6950253
2026-07-21 11:18:04.066-07,100.00,26.23,29.86,19.74,0.910,91.05,36.15,0.1300,4.26,Eco Mode,4,legacy,info,,online,valid,f,4387841f-3af5-489e-9f46-b375cc455802
2026-07-21 11:18:04.173-07,44.80,18.88,23.96,24.75,0.660,50.54,52.13,0.0900,0.75,Increase Chiller,0,legacy,info,,online,valid,f,c43b5579-3bd3-4464-8186-2bb682f5889c
2026-07-21 11:18:04.281-07,63.10,21.34,27.41,20.16,0.720,66.61,36.66,0.1000,3.84,Boost All,3,legacy,info,,online,valid,f,c50187ac-7f06-4d19-ba50-553ceba1abf9
2026-07-21 11:18:04.388-07,93.76,24.33,31.60,23.78,1.060,99.32,52.49,0.1300,0.22,Reduce AHU,1,legacy,info,,online,valid,f,47a09cc2-1357-469d-8315-b10ffa4104f4
2026-07-21 11:18:04.494-07,76.96,24.40,28.19,28.83,0.840,70.17,55.87,0.0800,4.83,Boost All,3,legacy,info,,online,valid,f,aa3877cf-c88e-4b9d-8b11-6ca241c9b577
2026-07-21 11:18:04.597-07,64.20,20.62,24.58,21.99,0.750,64.25,47.36,0.0700,2.01,Boost All,3,legacy,info,,online,valid,f,cbcb66bb-19fc-47c5-bcae-d360424fcfbd
2026-07-21 11:18:04.702-07,54.94,20.94,25.45,22.13,0.720,61.40,45.26,0.0800,1.87,Boost All,3,legacy,info,,online,valid,f,9eeddaa6-21ff-4473-87ca-fb0b453992e3
2026-07-21 11:18:04.808-07,87.01,23.22,29.05,21.97,0.980,94.17,44.81,0.1200,2.03,Reduce AHU,1,legacy,info,,online,valid,f,b8f28655-7399-40a2-a2cf-af2735e93e51
2026-07-21 11:18:04.912-07,47.05,19.20,25.39,23.52,0.570,43.71,43.99,0.0700,0.48,Boost All,3,legacy,info,,online,valid,f,43d20a82-728c-461e-ac71-2a4d7117aecc
2026-07-21 11:18:05.018-07,74.83,22.96,29.92,21.41,0.820,73.71,45.77,0.1000,2.59,Eco Mode,4,legacy,info,,online,valid,f,072447dc-098f-490c-8079-943e149c8df8
2026-07-21 11:18:05.121-07,47.76,19.78,24.51,23.35,0.590,45.64,45.15,0.0700,0.65,Boost All,3,legacy,info,,online,valid,f,cbcbbe6e-4607-41a9-a589-4d34f5d4bdcf
2026-07-21 11:18:05.226-07,43.84,20.86,28.04,26.12,0.530,36.69,48.14,0.0500,2.12,Reduce AHU,1,legacy,info,,online,valid,f,3383095b-3a04-4ddf-8312-8dc4f1b6968d
