Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,scenario,severity,failure_point,sensor_status,data_quality,is_outlier,event_id,run_id
2026-07-29 11:22:38.755-07,49.49,19.13,22.48,24.50,0.670,52.51,50.39,0.1000,0.50,Maintain,2,normal,info,,online,valid,f,a52d0f65-ea74-498a-a3c8-55a7e0b3ba0f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:38.81-07,83.23,23.95,29.53,24.15,0.890,82.14,47.46,0.0900,0.15,Increase Chiller,0,normal,info,,online,valid,f,4f4f114c-a674-4ede-96ed-81d9eca16b66,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:38.866-07,88.25,23.38,27.34,18.88,0.840,82.20,36.97,0.1100,5.12,Increase Chiller,0,normal,info,,online,valid,f,51d0538d-d49d-4431-8846-723b77277882,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:38.919-07,100.00,26.13,30.43,27.81,1.070,98.69,55.53,0.1200,3.81,Eco Mode,4,normal,info,,online,valid,f,9744a74c-97c8-4b1d-a54f-24431438ef32,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:38.976-07,16.62,17.08,20.98,21.90,0.390,20.00,46.97,0.0300,2.10,Maintain,2,normal,info,,online,valid,f,c5703c12-9f7e-43be-b53f-56ad1e1fef04,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.029-07,98.86,25.35,31.10,19.80,1.020,90.43,60.88,0.1000,4.20,Boost All,3,workload_spike,warning,,online,valid,t,d868af08-e0fe-445c-a9ed-3622c6a5f740,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.084-07,43.08,18.58,25.15,23.54,0.610,47.45,46.39,0.0500,0.46,Maintain,2,normal,info,,online,valid,f,d8c8964c-9c1f-4dca-9b7f-f0028c4abdb4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.139-07,93.49,26.36,30.93,18.00,0.890,90.05,34.66,0.1200,6.00,Reduce AHU,1,normal,info,,online,valid,f,af7ddcec-7608-4647-82f3-2359076e26bc,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.195-07,96.49,26.63,31.77,26.79,1.100,89.93,66.69,0.1100,2.79,Boost All,3,workload_spike,warning,,online,valid,t,2677b989-9765-4132-9dfc-18a22bff81c6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.249-07,72.86,21.87,22.15,25.75,0.830,71.86,51.52,0.1200,1.75,Increase Chiller,0,normal,info,,online,valid,f,fe0b4fa0-5919-49bf-8fa6-f476307b2ad1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.304-07,76.96,24.40,28.19,28.83,0.840,70.17,55.87,0.0800,4.83,Boost All,3,normal,info,,online,valid,f,43c51c1b-82ea-48af-a363-2ddb012e1213,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.359-07,57.77,21.00,24.91,19.86,0.630,54.25,39.25,0.0700,4.14,Maintain,2,normal,info,,online,valid,f,536bd903-2bfe-44e0-9cde-682edf536905,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.415-07,50.21,19.09,23.42,25.47,0.710,57.75,49.10,0.0600,1.47,Increase Chiller,0,normal,info,,online,valid,f,cdc0601e-a74e-49e4-adb8-9886991ec55d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.472-07,66.63,22.41,28.40,21.64,0.770,67.68,44.92,0.0800,2.36,Maintain,2,normal,info,,online,valid,f,c6709ae1-8205-414b-94b0-9988470c745f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.524-07,55.68,20.22,27.09,21.39,0.620,49.78,43.96,0.0500,2.61,Reduce AHU,1,normal,info,,online,valid,f,1d346c74-cd1f-4190-b912-9c1211775a5c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.58-07,74.15,21.62,24.74,24.86,0.820,70.05,52.55,0.1100,0.86,Increase Chiller,0,normal,info,,online,valid,f,64d468db-2d68-4ac0-b943-b05a47228198,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.635-07,63.73,20.71,25.24,20.45,0.780,69.55,45.53,0.0700,3.55,Eco Mode,4,normal,info,,online,valid,f,a2495d1f-b684-4809-8174-2d3f0fb9bc6c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.692-07,21.36,18.07,25.20,22.81,0.490,30.73,49.39,0.0500,1.19,Eco Mode,4,normal,info,,online,valid,f,94b5843e-b9f8-448f-afb9-42a38158b969,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.744-07,41.73,18.49,23.25,24.65,0.650,47.86,52.96,0.0900,0.65,Increase Chiller,0,normal,info,,online,valid,f,cc75a306-b062-4247-9bc0-cf24a302d12c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.799-07,51.95,21.83,28.47,28.47,0.730,58.68,52.87,0.1100,4.47,Boost All,3,normal,info,,online,valid,f,aeed2c1b-cef5-4339-9015-ee106d9e0fc4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.852-07,66.15,20.89,26.18,23.00,0.710,62.52,42.05,0.1000,1.00,Eco Mode,4,normal,info,,online,valid,f,1323d726-1a3f-48d2-86db-a14608ce9bb3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.906-07,85.30,25.19,32.23,21.71,0.960,92.67,43.32,0.1000,2.29,Increase Chiller,0,normal,info,,online,valid,f,2984f299-59bc-4afb-a78a-fb95475c3c58,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:39.961-07,97.53,29.95,38.40,23.27,0.410,13.88,27.91,0.0500,0.73,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,35d49bff-3683-463a-b2a6-801af68c20d9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.018-07,84.73,29.03,37.96,23.04,0.350,17.46,38.24,0.0400,0.96,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,f1334538-7325-481f-9f08-449666c5ae0c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.074-07,56.01,23.08,28.24,22.65,0.670,57.99,40.44,0.0600,1.35,Boost All,3,normal,info,,online,valid,f,404dad1e-1a78-4a36-a919-dfeeda2cdc0c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.128-07,62.75,21.19,25.64,24.03,0.750,62.45,49.64,0.1100,0.03,Eco Mode,4,normal,info,,online,valid,f,53d57ce9-8e9a-4c19-9aae-e62a43352396,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.184-07,40.58,17.69,23.61,25.49,0.520,34.40,48.72,0.0700,1.49,Increase Chiller,0,normal,info,,online,valid,f,02c4c299-b16c-4d29-867b-0eafd67febaf,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.241-07,61.51,20.63,21.13,19.94,0.690,61.93,38.53,0.0700,4.06,Maintain,2,normal,info,,online,valid,f,d9723341-b7a1-4645-846e-b5c8016d5a20,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.298-07,100.00,26.13,30.43,27.81,1.070,98.69,55.53,0.1200,3.81,Eco Mode,4,normal,info,,online,valid,f,62a58bc4-2ce4-44b1-84eb-804195ef8caa,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.359-07,35.59,19.00,25.29,27.24,0.570,40.02,50.63,0.0500,3.24,Boost All,3,normal,info,,online,valid,f,028c0523-19e5-4cd3-acbb-6d459ac6926c,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.416-07,34.65,18.89,25.48,23.93,0.500,35.90,43.16,0.0600,0.07,Maintain,2,normal,info,,online,valid,f,e6e82bb1-ede3-4df0-bfbf-8a9dadb40c2a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.468-07,34.63,17.89,23.77,29.82,0.620,39.02,62.33,0.0900,5.82,Reduce AHU,1,normal,info,,online,valid,f,41afb118-e4ed-47f1-8862-d002560cd2e5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.524-07,89.15,22.95,24.32,23.71,0.870,79.86,45.41,0.1000,0.29,Reduce AHU,1,normal,info,,online,valid,f,4cef32e3-c9bd-45e7-95d6-e88c718b76ca,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.58-07,33.02,20.10,24.61,22.74,0.420,27.01,40.79,0.0400,1.26,Boost All,3,normal,info,,online,valid,f,d595cd35-0c75-4f7c-bed6-c613fcf313d8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.637-07,85.65,23.92,25.24,27.02,0.930,81.65,54.74,0.1400,3.02,Maintain,2,normal,info,,online,valid,f,25a67fe7-732c-469a-9424-189c55c2a2d0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.694-07,81.37,23.21,30.10,25.17,0.830,74.69,45.55,0.0700,1.17,Increase Chiller,0,normal,info,,online,valid,f,75b5ab6d-12d8-49ec-9304-e0a3956ed1c2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.746-07,71.68,22.58,26.88,26.50,0.870,76.29,52.12,0.0700,2.50,Maintain,2,normal,info,,online,valid,f,bf6a7d4d-8fce-47ff-bb04-661fba1ee874,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.802-07,79.03,24.25,29.49,26.33,0.870,75.88,52.37,0.1000,2.33,Reduce AHU,1,normal,info,,online,valid,f,ab88794b-2831-415e-81e5-c37710deb562,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.856-07,99.96,25.07,29.61,19.62,1.100,90.94,66.90,0.1100,4.38,Boost All,3,workload_spike,warning,,online,valid,t,aba1e6ff-10bf-4340-8958-402ea8b72992,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.913-07,45.12,17.68,21.42,25.39,0.540,37.09,47.92,0.0800,1.39,Increase Chiller,0,normal,info,,online,valid,f,563fdfaa-c0db-478c-adf1-178941acbefb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:40.969-07,31.59,15.80,23.53,26.45,0.490,25.38,56.97,0.0600,2.45,Maintain,2,normal,info,,online,valid,f,dac8f13d-026e-4cda-9c50-31180d4557d8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.022-07,79.06,21.98,26.28,28.90,0.990,85.55,60.63,0.1000,4.90,Reduce AHU,1,normal,info,,online,valid,f,da836d12-5130-42da-8755-f9c6a6fc8c96,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.074-07,97.72,26.75,33.74,29.05,1.030,86.00,62.11,0.1000,5.05,Boost All,3,workload_spike,warning,,online,valid,t,9f808bdc-7f45-4c77-bb21-3843e00cf361,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.13-07,70.57,22.62,25.27,26.26,0.750,60.63,52.63,0.0700,2.26,Boost All,3,normal,info,,online,valid,f,83389cd5-ffe2-4136-a0ff-ccd464b0094b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.187-07,70.38,22.97,29.47,22.19,0.860,79.17,45.67,0.1300,1.81,Reduce AHU,1,normal,info,,online,valid,f,66b89eae-1fc9-41c6-adfb-8d3455fd03a6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.243-07,96.98,26.66,32.41,25.11,1.030,100.00,45.45,0.1000,1.11,Maintain,2,normal,info,,online,valid,f,577175c0-5cc5-4454-a7b9-6ac81d81320d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.3-07,97.29,25.79,30.67,24.13,1.060,89.36,59.11,0.1100,0.13,Boost All,3,workload_spike,warning,,online,valid,t,3568bb63-251c-45c4-9f00-e7d8392629e6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.356-07,44.19,20.28,23.66,26.73,0.560,39.26,49.77,0.0600,2.73,Boost All,3,normal,info,,online,valid,f,cf5376ee-bba0-4352-92bc-cc4e1484db7d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.412-07,66.92,22.90,26.65,23.05,0.810,75.71,41.34,0.1000,0.95,Maintain,2,normal,info,,online,valid,f,0dbcb7b1-b2d7-44c8-bacd-b6eb045b7148,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.467-07,86.22,23.12,29.93,28.68,0.960,85.85,54.68,0.0800,4.68,Eco Mode,4,normal,info,,online,valid,f,bb765169-adfd-493d-9657-d2a80a0899da,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.524-07,97.90,26.04,32.81,26.41,1.060,91.59,64.01,0.1100,2.41,Boost All,3,workload_spike,warning,,online,valid,t,858b47c4-d235-4bde-b6e7-86504a72c494,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.58-07,100.00,24.77,27.70,21.92,1.000,100.00,39.52,0.1500,2.08,Maintain,2,outlier,warning,,online,valid,t,c4ec97ae-0fbb-4c80-8c32-7dc572c0c44e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.637-07,94.00,26.27,31.22,18.00,0.960,88.88,66.38,0.1000,6.00,Boost All,3,workload_spike,warning,,online,valid,t,1ed192bb-d81e-428d-96a3-6ea11f99d5fb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.694-07,36.24,18.74,23.80,22.29,0.560,44.97,40.47,0.0800,1.71,Reduce AHU,1,normal,info,,online,valid,f,0b13b134-bcaf-4d87-9d4b-c8f5e4cc4e5b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.748-07,49.80,99.99,24.75,23.80,0.580,42.42,48.33,0.0700,0.20,Eco Mode,4,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,8b061160-4f2b-4db0-872a-62e4ec1b3dda,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.805-07,80.77,22.46,27.30,27.84,0.860,74.81,52.96,0.0800,3.84,Maintain,2,normal,info,,online,valid,f,c3ffa48d-f9ad-4588-92cb-c8a0f6e7b3db,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.86-07,71.99,21.32,25.08,19.63,0.710,66.71,34.29,0.0700,4.37,Maintain,2,normal,info,,online,valid,f,e7f3466a-6d3c-4b35-9026-09c3f458bfc8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.917-07,86.41,24.29,30.16,26.19,1.010,94.83,51.23,0.1400,2.19,Reduce AHU,1,normal,info,,online,valid,f,d00dccb3-167e-42d4-80f0-9a964be137ec,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:41.974-07,19.97,18.57,20.48,29.96,0.440,20.00,56.65,0.0600,5.96,Boost All,3,normal,info,,online,valid,f,9a5d544e-6a54-480b-bf28-b97fba36597d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.03-07,86.61,22.07,27.73,21.72,0.870,79.64,46.24,0.0800,2.28,Maintain,2,normal,info,,online,valid,f,07c0f608-02f2-4648-a9ee-4b445b5a1a43,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.087-07,74.02,22.92,28.21,23.38,0.830,75.60,44.62,0.1000,0.62,Boost All,3,normal,info,,online,valid,f,dffd45df-79c9-43db-94b0-8ef28d59af22,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.144-07,83.06,24.49,29.33,29.53,1.050,91.10,63.26,0.1000,5.53,Maintain,2,normal,info,,online,valid,f,cbad9657-2d95-4603-893d-57463ec5951e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.202-07,67.96,20.90,24.13,23.89,0.870,77.61,49.00,0.1000,0.11,Reduce AHU,1,normal,info,,online,valid,f,5ad88bda-c93a-4396-9c31-25bcbb5df520,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.258-07,39.83,99.99,21.43,22.79,0.460,32.44,41.10,0.0600,1.21,Maintain,2,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,df8c43a7-ee5e-49b1-bc69-b56c552707a6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.315-07,46.63,20.48,24.55,22.16,0.540,42.50,40.64,0.0700,1.84,Boost All,3,normal,info,,online,valid,f,9779b2f9-4465-449e-b862-7313fae3d433,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.372-07,46.00,17.73,25.74,23.77,0.610,45.51,48.86,0.0500,0.23,Eco Mode,4,normal,info,,online,valid,f,ed0d967d-a1f7-4968-a6ea-53f2b742098e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.426-07,65.17,22.26,26.43,20.61,0.730,64.56,43.44,0.0800,3.39,Boost All,3,normal,info,,online,valid,f,2ae0912f-e117-43bd-ad7d-0d28453b0748,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.479-07,65.22,21.11,25.49,21.37,0.660,57.03,40.70,0.0800,2.63,Eco Mode,4,normal,info,,online,valid,f,cd8630cc-2bb2-4266-b5e7-912858ec0043,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.536-07,93.39,25.21,29.76,19.59,0.980,96.17,42.48,0.1400,4.41,Maintain,2,normal,info,,online,valid,f,92b44487-2923-4e2a-8db0-fe3c3cb068c5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.591-07,80.58,21.96,26.38,24.62,0.860,79.12,46.15,0.0800,0.62,Maintain,2,normal,info,,online,valid,f,e8b101c9-8654-43f0-aac2-ab2b5612ef85,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.646-07,82.48,23.26,34.93,22.95,0.960,88.15,50.70,0.1200,1.05,Boost All,3,outlier,warning,,online,valid,t,fe837026-9205-40fa-b759-29aea0490b66,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.702-07,69.26,20.61,26.66,20.57,0.730,64.93,41.77,0.0600,3.43,Reduce AHU,1,normal,info,,online,valid,f,1ed3aca8-6e83-4181-bafa-c65742c3d6b9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.755-07,41.35,18.75,21.40,22.93,0.520,34.92,49.13,0.0500,1.07,Maintain,2,normal,info,,online,valid,f,37153e0e-20f0-4c0d-b332-f390bac0c371,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.812-07,52.98,20.18,25.62,25.11,0.720,60.75,46.21,0.0800,1.11,Boost All,3,normal,info,,online,valid,f,ee19b788-d452-4295-9a79-8e87d1e055db,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.869-07,54.90,20.20,27.49,20.63,0.710,62.36,41.91,0.1000,3.37,Eco Mode,4,normal,info,,online,valid,f,3d9ff7ea-7a1e-436d-981a-ab00eee64633,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.923-07,97.15,26.87,33.83,23.86,1.010,88.54,69.87,0.1000,0.14,Boost All,3,workload_spike,warning,,online,valid,t,9ef51fd2-51c7-4774-a139-57e4742f6f10,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:42.976-07,50.05,19.90,25.68,23.68,0.570,41.41,47.42,0.0700,0.32,Maintain,2,normal,info,,online,valid,f,666a1119-13ce-488a-a691-26d8aade2fda,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.033-07,58.87,20.16,25.55,25.72,0.760,62.32,51.76,0.1100,1.72,Increase Chiller,0,normal,info,,online,valid,f,805f26a6-94b2-4f99-b808-e539edce483e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.087-07,65.92,20.32,23.32,20.59,0.740,66.24,41.91,0.0700,3.41,Increase Chiller,0,normal,info,,online,valid,f,c46a969d-6182-4813-b876-190c9357b20b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.139-07,53.46,20.74,24.85,24.75,0.660,54.84,44.90,0.0600,0.75,Eco Mode,4,normal,info,,online,valid,f,f5bcc3a3-8755-4796-ae30-62c745771c29,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.191-07,48.33,19.61,26.39,23.44,0.580,44.25,45.34,0.0700,0.56,Boost All,3,normal,info,,online,valid,f,6a5d5cae-127b-4294-9951-d5052fd0e1ca,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.248-07,85.72,25.17,27.83,24.37,0.910,84.40,46.91,0.1100,0.37,Increase Chiller,0,normal,info,,online,valid,f,0b324190-45e4-4bf1-91fc-e21d8775f980,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.304-07,57.08,20.69,24.28,25.54,0.670,48.68,55.91,0.1000,1.54,Eco Mode,4,normal,info,,online,valid,f,57ebca5f-9197-4747-a982-1413a209cb54,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.361-07,73.15,23.08,27.08,19.70,0.820,76.73,41.18,0.1000,4.30,Increase Chiller,0,normal,info,,online,valid,f,21718239-aab3-4fee-b1ad-d29313ce5b55,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.417-07,89.27,24.31,33.41,24.70,0.930,87.83,45.80,0.1000,0.70,Reduce AHU,1,normal,info,,online,valid,f,6eccd7fa-2a35-44f8-b795-1cdb4a03f19b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.474-07,47.68,21.19,27.55,19.82,0.570,46.30,40.04,0.0700,4.18,Reduce AHU,1,normal,info,,online,valid,f,de1a5d2e-8e72-434e-95c4-1330b6ff18ce,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.526-07,61.85,20.91,25.36,26.75,0.850,70.53,57.59,0.0800,2.75,Reduce AHU,1,normal,info,,online,valid,f,44ae4b24-c1e2-4217-b932-561128223c58,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.582-07,76.82,22.21,26.21,26.51,0.830,72.04,50.58,0.1100,2.51,Reduce AHU,1,normal,info,,online,valid,f,40df0d74-2c1e-4ed5-8318-49af67a7253a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.638-07,89.72,25.41,33.58,31.03,1.030,92.06,59.28,0.1200,7.03,Reduce AHU,1,outlier,warning,,online,valid,t,18abc62a-00cc-4859-85b6-fe640ea8f591,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.695-07,48.23,20.91,24.51,24.78,0.660,53.82,45.85,0.0800,0.78,Increase Chiller,0,normal,info,,online,valid,f,14023ae3-6443-44bb-a4b2-aa281b58651e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.752-07,62.04,20.05,25.02,24.29,0.690,55.25,49.64,0.1000,0.29,Eco Mode,4,normal,info,,online,valid,f,b5efd39a-22a8-4a72-b4cf-2d15a1d51228,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.807-07,58.53,19.35,22.57,19.09,0.670,59.73,38.70,0.1000,4.91,Boost All,3,normal,info,,online,valid,f,f6d516c9-5b58-4747-aecb-c91fe209ace8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.863-07,94.67,26.59,33.01,28.32,1.030,91.83,69.69,0.1000,4.32,Boost All,3,workload_spike,warning,,online,valid,t,72df2764-f0ff-46aa-82c7-4e28d65f97d8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.916-07,42.39,20.07,26.65,22.59,0.530,35.21,48.76,0.0700,1.41,Increase Chiller,0,normal,info,,online,valid,f,dd900040-2641-41aa-b0f3-cc28be017613,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:43.973-07,60.23,20.87,25.25,21.03,0.700,64.25,37.69,0.0700,2.97,Eco Mode,4,normal,info,,online,valid,f,864db99c-3445-4b6d-b056-a01640de141b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.03-07,44.45,19.07,27.84,22.63,0.650,51.55,47.38,0.0800,1.37,Increase Chiller,0,normal,info,,online,valid,f,ea15a7e7-db39-4bd5-8669-def756574218,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.084-07,82.74,22.55,27.67,25.22,0.910,80.10,53.73,0.1300,1.22,Eco Mode,4,normal,info,,online,valid,f,e737cba6-b180-406f-a9b0-3ab72a2ae7e6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.141-07,68.22,21.44,25.77,26.77,0.760,61.62,54.33,0.0700,2.77,Maintain,2,normal,info,,online,valid,f,dbc4fbb9-837d-417d-bfb0-0b4016429aff,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.198-07,59.85,19.15,24.71,22.93,0.750,62.08,50.73,0.0600,1.07,Increase Chiller,0,normal,info,,online,valid,f,b0ff66ec-4812-487f-85fd-ff5ce8d1299f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.253-07,54.22,22.15,26.17,24.38,0.680,52.13,53.51,0.0700,0.38,Reduce AHU,1,normal,info,,online,valid,f,0140d54b-f6f5-4f41-b9c9-5638c17387d7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.306-07,43.94,19.18,26.55,25.45,0.610,42.57,53.74,0.0800,1.45,Increase Chiller,0,normal,info,,online,valid,f,73f5a796-1dd6-4f41-9181-a393df4a51f8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.36-07,52.64,19.65,28.88,23.40,0.620,48.90,45.92,0.0900,0.60,Increase Chiller,0,normal,info,,online,valid,f,e6c668c7-1abb-4b5f-bc01-613f1d8dd7b7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:44.413-07,33.71,18.28,26.06,18.67,0.500,38.42,37.57,0.0700,5.33,Boost All,3,normal,info,,online,valid,f,406c6ffb-e1ed-489c-9f5f-efa34d9d2a03,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
